department_code;department_name;municipality_name;municipality_code;year;victimization_events;post_peace_agreement;agc_presence;farc_dissidents_presence;eln_presence;farc_presence;epl_presence;coca_hectares;coca_hectares_eradicated;laboratories_destroyed;border_municipality;minimum_distance_to_border_crossing_km;armed_clashes;presidential_term
81;Arauca;Arauca;81001;2011;617;0;0;0;1;1;0;0;0;0;1;62,7516871;0;1
81;Arauca;Arauca;81001;2012;1017;0;0;0;1;1;0;0;0;0;1;62,7516871;0;1
81;Arauca;Arauca;81001;2013;777;0;0;0;1;1;0;0;0;0;1;62,7516871;0;1
81;Arauca;Arauca;81001;2014;763;0;0;0;1;1;0;0;0;0;1;62,7516871;0;1
81;Arauca;Arauca;81001;2015;733;0;0;0;1;1;1;0;0;1;1;62,7516871;0;2
81;Arauca;Arauca;81001;2016;797;1;0;0;1;0;1;0;0;1;1;62,7516871;0;2
81;Arauca;Arauca;81001;2017;581;1;0;1;1;0;0;0;0;0;1;62,7516871;0;2
81;Arauca;Arauca;81001;2018;975;1;0;1;1;0;0;0;0;0;1;62,7516871;0;2
81;Arauca;Arauca;81001;2019;1029;1;0;1;1;0;0;0;0;0;1;62,7516871;0;3
81;Arauca;Arauca;81001;2020;625;1;0;1;1;0;0;0;0;0;1;62,7516871;0;3
81;Arauca;Arauca;81001;2021;1271;1;0;1;1;0;0;0;0;0;1;62,7516871;1;3
81;Arauca;Arauca;81001;2022;3778;1;0;1;1;0;0;0;0;0;1;62,7516871;1;3
81;Arauca;Arauquita;81065;2011;879;0;0;0;1;1;0;42;42,95718182;1;1;88,21517978;0;1
81;Arauca;Arauquita;81065;2012;991;0;0;0;1;1;0;58;0;2;1;88,21517978;0;1
81;Arauca;Arauquita;81065;2013;810;0;0;0;1;1;0;43,30627;0;5;1;88,21517978;0;1
81;Arauca;Arauquita;81065;2014;832;0;0;0;1;1;0;16;17,5;12;1;88,21517978;0;1
81;Arauca;Arauquita;81065;2015;704;0;0;0;1;1;0;9,12;44,9;11;1;88,21517978;0;2
81;Arauca;Arauquita;81065;2016;640;1;0;0;1;0;0;6,34;178,48;9;1;88,21517978;0;2
81;Arauca;Arauquita;81065;2017;501;1;0;0;1;0;0;116,63;211,2388;1;1;88,21517978;0;2
81;Arauca;Arauquita;81065;2018;730;1;1;1;1;0;0;7,44;15,3;0;1;88,21517978;0;2
81;Arauca;Arauquita;81065;2019;865;1;0;1;1;0;0;0;5,1102;0;1;88,21517978;0;3
81;Arauca;Arauquita;81065;2020;523;1;0;1;1;0;0;0;0;2;1;88,21517978;0;3
81;Arauca;Arauquita;81065;2021;1385;1;0;1;1;0;0;0;0;0;1;88,21517978;0;3
81;Arauca;Arauquita;81065;2022;9630;1;0;1;1;0;0;0;0;0;1;88,21517978;2;3
81;Arauca;Cravo Norte;81220;2011;65;0;0;0;0;1;0;0;0;0;1;124,4124583;0;1
81;Arauca;Cravo Norte;81220;2012;58;0;0;0;0;1;0;0;0;0;1;124,4124583;0;1
81;Arauca;Cravo Norte;81220;2013;31;0;0;0;0;0;0;0;0;0;1;124,4124583;0;1
81;Arauca;Cravo Norte;81220;2014;31;0;0;0;0;0;0;0;0;0;1;124,4124583;0;1
81;Arauca;Cravo Norte;81220;2015;85;0;0;0;0;0;0;0;0;0;1;124,4124583;0;2
81;Arauca;Cravo Norte;81220;2016;27;1;0;0;0;0;0;0;0;0;1;124,4124583;0;2
81;Arauca;Cravo Norte;81220;2017;29;1;0;1;1;0;0;0;0;0;1;124,4124583;0;2
81;Arauca;Cravo Norte;81220;2018;218;1;0;1;1;0;0;0;0;0;1;124,4124583;0;2
81;Arauca;Cravo Norte;81220;2019;76;1;0;1;1;0;0;0;0;0;1;124,4124583;0;3
81;Arauca;Cravo Norte;81220;2020;7;1;0;1;1;0;0;0;0;0;1;124,4124583;0;3
81;Arauca;Cravo Norte;81220;2021;243;1;0;1;1;0;0;0;0;0;1;124,4124583;0;3
81;Arauca;Cravo Norte;81220;2022;223;1;0;1;1;0;0;0;0;0;1;124,4124583;0;3
81;Arauca;Fortul;81300;2011;420;0;0;0;1;1;0;24;0;0;0;136,3129868;0;1
81;Arauca;Fortul;81300;2012;379;0;0;0;1;1;0;5;0;0;0;136,3129868;0;1
81;Arauca;Fortul;81300;2013;481;0;0;0;1;1;1;3,18929;0;0;0;136,3129868;0;1
81;Arauca;Fortul;81300;2014;472;0;0;0;1;1;1;3;0;0;0;136,3129868;0;1
81;Arauca;Fortul;81300;2015;410;0;0;0;1;1;0;1,23;0;0;0;136,3129868;0;2
81;Arauca;Fortul;81300;2016;533;1;0;0;1;0;1;0;0;0;0;136,3129868;0;2
81;Arauca;Fortul;81300;2017;249;1;0;0;1;0;0;0;0;0;0;136,3129868;0;2
81;Arauca;Fortul;81300;2018;511;1;0;1;1;0;0;0;0;0;0;136,3129868;0;2
81;Arauca;Fortul;81300;2019;738;1;0;1;1;0;0;0;0;0;0;136,3129868;0;3
81;Arauca;Fortul;81300;2020;410;1;0;1;1;0;0;0;0;0;0;136,3129868;0;3
81;Arauca;Fortul;81300;2021;435;1;0;1;1;0;0;0;0;0;0;136,3129868;0;3
81;Arauca;Fortul;81300;2022;3932;1;0;1;1;0;0;0;0;0;0;136,3129868;1;3
81;Arauca;Puerto Rondón;81591;2011;65;0;0;0;0;0;0;2;0,437254545;0;0;105,6755192;0;1
81;Arauca;Puerto Rondón;81591;2012;125;0;0;0;1;0;0;0;0;0;0;105,6755192;0;1
81;Arauca;Puerto Rondón;81591;2013;62;0;0;0;0;1;0;1,15669;0;0;0;105,6755192;0;1
81;Arauca;Puerto Rondón;81591;2014;75;0;0;0;0;0;0;2;2;1;0;105,6755192;0;1
81;Arauca;Puerto Rondón;81591;2015;46;0;0;0;1;0;0;1,93;0;0;0;105,6755192;0;2
81;Arauca;Puerto Rondón;81591;2016;47;1;0;0;0;0;0;0;2,05;0;0;105,6755192;0;2
81;Arauca;Puerto Rondón;81591;2017;38;1;0;1;1;0;0;4,59;0;0;0;105,6755192;0;2
81;Arauca;Puerto Rondón;81591;2018;62;1;0;1;0;0;0;0;0,7598;0;0;105,6755192;0;2
81;Arauca;Puerto Rondón;81591;2019;37;1;0;0;1;0;0;0;0;0;0;105,6755192;0;3
81;Arauca;Puerto Rondón;81591;2020;36;1;1;1;0;0;0;0;0;0;0;105,6755192;0;3
81;Arauca;Puerto Rondón;81591;2021;108;1;0;1;1;0;0;0;0;0;0;105,6755192;0;3
81;Arauca;Puerto Rondón;81591;2022;2447;1;1;1;1;0;0;0;0;0;0;105,6755192;8;3
81;Arauca;Saravena;81736;2011;915;0;0;0;1;1;0;15;0;0;1;122,9926004;0;1
81;Arauca;Saravena;81736;2012;1160;0;0;0;1;1;0;5;0;0;1;122,9926004;0;1
81;Arauca;Saravena;81736;2013;860;0;0;0;1;1;1;4,28614;0;0;1;122,9926004;0;1
81;Arauca;Saravena;81736;2014;928;0;0;0;1;1;1;1;0;0;1;122,9926004;0;1
81;Arauca;Saravena;81736;2015;843;0;0;0;1;0;0;0;0;0;1;122,9926004;0;2
81;Arauca;Saravena;81736;2016;616;1;0;0;1;0;0;0;0;0;1;122,9926004;0;2
81;Arauca;Saravena;81736;2017;717;1;0;1;1;0;0;0;0;0;1;122,9926004;0;2
81;Arauca;Saravena;81736;2018;825;1;0;0;1;0;0;0;0;0;1;122,9926004;0;2
81;Arauca;Saravena;81736;2019;1271;1;0;1;1;0;0;0;0;0;1;122,9926004;0;3
81;Arauca;Saravena;81736;2020;583;1;0;1;1;0;0;0;0;0;1;122,9926004;0;3
81;Arauca;Saravena;81736;2021;1140;1;0;1;1;0;0;0;0;0;1;122,9926004;0;3
81;Arauca;Saravena;81736;2022;9300;1;0;1;1;0;0;0;0;0;1;122,9926004;1;3
81;Arauca;Tame;81794;2011;1650;0;0;0;1;1;1;50;0,409090909;1;0;159,048868;0;1
81;Arauca;Tame;81794;2012;2049;0;0;0;1;1;0;14;2,5;0;0;159,048868;0;1
81;Arauca;Tame;81794;2013;1653;0;0;0;1;1;0;17,30441;1;0;0;159,048868;0;1
81;Arauca;Tame;81794;2014;1458;0;0;0;1;1;0;4;0;0;0;159,048868;0;1
81;Arauca;Tame;81794;2015;1127;0;0;0;1;1;1;4,85;0;0;0;159,048868;0;2
81;Arauca;Tame;81794;2016;578;1;0;0;1;0;0;2,57;0;0;0;159,048868;0;2
81;Arauca;Tame;81794;2017;608;1;0;0;1;0;0;0;1;0;0;159,048868;0;2
81;Arauca;Tame;81794;2018;1074;1;0;1;1;0;0;0;0;0;0;159,048868;0;2
81;Arauca;Tame;81794;2019;1127;1;0;1;1;0;0;0;0;0;0;159,048868;0;3
81;Arauca;Tame;81794;2020;684;1;0;1;1;0;0;0;0;0;0;159,048868;0;3
81;Arauca;Tame;81794;2021;1454;1;0;1;1;0;0;0;0;0;0;159,048868;1;3
81;Arauca;Tame;81794;2022;14858;1;0;1;1;0;0;0;0;0;0;159,048868;2;3
15;Boyacá;Almeida;15022;2011;0;0;0;0;0;0;0;0;0;0;0;336,0220078;0;1
15;Boyacá;Almeida;15022;2012;0;0;0;0;0;0;0;0;0;0;0;336,0220078;0;1
15;Boyacá;Almeida;15022;2013;0;0;0;0;0;0;0;0;0;0;0;336,0220078;0;1
15;Boyacá;Almeida;15022;2014;0;0;0;0;0;0;0;0;0;0;0;336,0220078;0;1
15;Boyacá;Almeida;15022;2015;0;0;0;0;0;0;0;0;0;0;0;336,0220078;0;2
15;Boyacá;Almeida;15022;2016;0;1;0;0;0;0;0;0;0;0;0;336,0220078;0;2
15;Boyacá;Almeida;15022;2017;0;1;0;0;0;0;0;0;0;0;0;336,0220078;0;2
15;Boyacá;Almeida;15022;2018;0;1;0;0;0;0;0;0;0;0;0;336,0220078;0;2
15;Boyacá;Almeida;15022;2019;0;1;0;0;0;0;0;0;0;0;0;336,0220078;0;3
15;Boyacá;Almeida;15022;2020;0;1;0;0;0;0;0;0;0;0;0;336,0220078;0;3
15;Boyacá;Almeida;15022;2021;0;1;0;0;0;0;0;0;0;0;0;336,0220078;0;3
15;Boyacá;Almeida;15022;2022;0;1;0;0;0;0;0;0;0;0;0;336,0220078;0;3
15;Boyacá;Aquitania;15047;2011;20;0;0;0;0;0;0;0;0;0;0;270,2717691;0;1
15;Boyacá;Aquitania;15047;2012;35;0;0;0;0;0;0;0;0;0;0;270,2717691;0;1
15;Boyacá;Aquitania;15047;2013;32;0;0;0;0;0;0;0;0;0;0;270,2717691;0;1
15;Boyacá;Aquitania;15047;2014;41;0;0;0;0;0;0;0;0;0;0;270,2717691;0;1
15;Boyacá;Aquitania;15047;2015;14;0;0;0;0;0;0;0;0;0;0;270,2717691;0;2
15;Boyacá;Aquitania;15047;2016;3;1;0;0;0;0;0;0;0;0;0;270,2717691;0;2
15;Boyacá;Aquitania;15047;2017;0;1;0;0;0;0;0;0;0;0;0;270,2717691;0;2
15;Boyacá;Aquitania;15047;2018;19;1;0;0;0;0;0;0;0;0;0;270,2717691;0;2
15;Boyacá;Aquitania;15047;2019;1;1;0;0;0;0;0;0;0;0;0;270,2717691;0;3
15;Boyacá;Aquitania;15047;2020;0;1;0;0;0;0;0;0;0;0;0;270,2717691;0;3
15;Boyacá;Aquitania;15047;2021;0;1;0;0;0;0;0;0;0;0;0;270,2717691;0;3
15;Boyacá;Aquitania;15047;2022;0;1;0;0;0;0;0;0;0;0;0;270,2717691;0;3
15;Boyacá;Arcabuco;15051;2011;0;0;0;0;0;0;0;0;0;0;0;257,1242911;0;1
15;Boyacá;Arcabuco;15051;2012;0;0;0;0;0;0;0;0;0;0;0;257,1242911;0;1
15;Boyacá;Arcabuco;15051;2013;0;0;0;0;0;0;0;0;0;0;0;257,1242911;0;1
15;Boyacá;Arcabuco;15051;2014;0;0;0;0;0;0;0;0;0;0;0;257,1242911;0;1
15;Boyacá;Arcabuco;15051;2015;4;0;0;0;0;0;0;0;0;0;0;257,1242911;0;2
15;Boyacá;Arcabuco;15051;2016;0;1;0;0;0;0;0;0;0;0;0;257,1242911;0;2
15;Boyacá;Arcabuco;15051;2017;0;1;0;0;0;0;0;0;0;0;0;257,1242911;0;2
15;Boyacá;Arcabuco;15051;2018;0;1;0;0;0;0;0;0;0;0;0;257,1242911;0;2
15;Boyacá;Arcabuco;15051;2019;0;1;0;0;0;0;0;0;0;0;0;257,1242911;0;3
15;Boyacá;Arcabuco;15051;2020;0;1;0;0;0;0;0;0;0;0;0;257,1242911;0;3
15;Boyacá;Arcabuco;15051;2021;0;1;0;0;0;0;0;0;0;0;0;257,1242911;0;3
15;Boyacá;Arcabuco;15051;2022;0;1;0;0;0;0;0;0;0;0;0;257,1242911;0;3
15;Boyacá;Belén;15087;2011;0;0;0;0;0;0;0;0;0;0;0;209,2780288;0;1
15;Boyacá;Belén;15087;2012;7;0;0;0;0;0;0;0;0;0;0;209,2780288;0;1
15;Boyacá;Belén;15087;2013;1;0;0;0;0;0;0;0;0;0;0;209,2780288;0;1
15;Boyacá;Belén;15087;2014;15;0;0;0;0;0;0;0;0;0;0;209,2780288;0;1
15;Boyacá;Belén;15087;2015;12;0;0;0;0;0;0;0;0;0;0;209,2780288;0;2
15;Boyacá;Belén;15087;2016;0;1;0;0;0;0;0;0;0;0;0;209,2780288;0;2
15;Boyacá;Belén;15087;2017;28;1;0;0;0;0;0;0;0;0;0;209,2780288;0;2
15;Boyacá;Belén;15087;2018;6;1;0;0;0;0;0;0;0;0;0;209,2780288;0;2
15;Boyacá;Belén;15087;2019;0;1;0;0;0;0;0;0;0;0;0;209,2780288;0;3
15;Boyacá;Belén;15087;2020;0;1;0;0;0;0;0;0;0;0;0;209,2780288;0;3
15;Boyacá;Belén;15087;2021;0;1;0;0;0;0;0;0;0;0;0;209,2780288;0;3
15;Boyacá;Belén;15087;2022;0;1;0;0;0;0;0;0;0;0;0;209,2780288;0;3
15;Boyacá;Berbeo;15090;2011;0;0;0;0;0;0;0;0;0;0;0;298,6076163;0;1
15;Boyacá;Berbeo;15090;2012;10;0;0;0;0;0;0;0;0;0;0;298,6076163;0;1
15;Boyacá;Berbeo;15090;2013;0;0;0;0;0;0;0;0;0;0;0;298,6076163;0;1
15;Boyacá;Berbeo;15090;2014;0;0;0;0;0;0;0;0;0;0;0;298,6076163;0;1
15;Boyacá;Berbeo;15090;2015;4;0;0;0;0;0;0;0;0;0;0;298,6076163;0;2
15;Boyacá;Berbeo;15090;2016;0;1;0;0;0;0;0;0;0;0;0;298,6076163;0;2
15;Boyacá;Berbeo;15090;2017;0;1;0;0;0;0;0;0;0;0;0;298,6076163;0;2
15;Boyacá;Berbeo;15090;2018;0;1;0;0;0;0;0;0;0;0;0;298,6076163;0;2
15;Boyacá;Berbeo;15090;2019;0;1;0;0;0;0;0;0;0;0;0;298,6076163;0;3
15;Boyacá;Berbeo;15090;2020;0;1;0;0;0;0;0;0;0;0;0;298,6076163;0;3
15;Boyacá;Berbeo;15090;2021;0;1;0;0;0;0;0;0;0;0;0;298,6076163;0;3
15;Boyacá;Berbeo;15090;2022;0;1;0;0;0;0;0;0;0;0;0;298,6076163;0;3
15;Boyacá;Betéitiva;15092;2011;0;0;0;0;0;0;0;0;0;0;0;217,2751825;0;1
15;Boyacá;Betéitiva;15092;2012;0;0;0;0;0;0;0;0;0;0;0;217,2751825;0;1
15;Boyacá;Betéitiva;15092;2013;0;0;0;0;0;0;0;0;0;0;0;217,2751825;0;1
15;Boyacá;Betéitiva;15092;2014;0;0;0;0;0;0;0;0;0;0;0;217,2751825;0;1
15;Boyacá;Betéitiva;15092;2015;0;0;0;0;0;0;0;0;0;0;0;217,2751825;0;2
15;Boyacá;Betéitiva;15092;2016;0;1;0;0;0;0;0;0;0;0;0;217,2751825;0;2
15;Boyacá;Betéitiva;15092;2017;0;1;0;0;0;0;0;0;0;0;0;217,2751825;0;2
15;Boyacá;Betéitiva;15092;2018;0;1;0;0;0;0;0;0;0;0;0;217,2751825;0;2
15;Boyacá;Betéitiva;15092;2019;0;1;0;0;0;0;0;0;0;0;0;217,2751825;0;3
15;Boyacá;Betéitiva;15092;2020;0;1;0;0;0;0;0;0;0;0;0;217,2751825;0;3
15;Boyacá;Betéitiva;15092;2021;0;1;0;0;0;0;0;0;0;0;0;217,2751825;0;3
15;Boyacá;Betéitiva;15092;2022;0;1;0;0;0;0;0;0;0;0;0;217,2751825;0;3
15;Boyacá;Boavita;15097;2011;0;0;0;0;0;0;0;0;0;0;0;167,7397264;0;1
15;Boyacá;Boavita;15097;2012;0;0;0;0;0;0;0;0;0;0;0;167,7397264;0;1
15;Boyacá;Boavita;15097;2013;0;0;0;0;0;0;0;0;0;0;0;167,7397264;0;1
15;Boyacá;Boavita;15097;2014;2;0;0;0;0;0;0;0;0;0;0;167,7397264;0;1
15;Boyacá;Boavita;15097;2015;0;0;0;0;0;0;0;0;0;0;0;167,7397264;0;2
15;Boyacá;Boavita;15097;2016;1;1;0;0;0;0;0;0;0;0;0;167,7397264;0;2
15;Boyacá;Boavita;15097;2017;0;1;0;0;0;0;0;0;0;0;0;167,7397264;0;2
15;Boyacá;Boavita;15097;2018;0;1;0;0;0;0;0;0;0;0;0;167,7397264;0;2
15;Boyacá;Boavita;15097;2019;0;1;0;0;0;0;0;0;0;0;0;167,7397264;0;3
15;Boyacá;Boavita;15097;2020;0;1;0;0;0;0;0;0;0;0;0;167,7397264;0;3
15;Boyacá;Boavita;15097;2021;0;1;0;0;0;0;0;0;0;0;0;167,7397264;0;3
15;Boyacá;Boavita;15097;2022;0;1;0;0;0;0;0;0;0;0;0;167,7397264;0;3
15;Boyacá;Boyacá;15104;2011;0;0;0;0;0;0;0;0;0;1;0;285,2031064;0;1
15;Boyacá;Boyacá;15104;2012;8;0;0;0;0;0;0;0;0;0;0;285,2031064;0;1
15;Boyacá;Boyacá;15104;2013;21;0;0;0;0;0;0;0;0;0;0;285,2031064;0;1
15;Boyacá;Boyacá;15104;2014;2;0;0;0;0;0;0;0;0;0;0;285,2031064;0;1
15;Boyacá;Boyacá;15104;2015;1;0;0;0;0;0;0;0;0;0;0;285,2031064;0;2
15;Boyacá;Boyacá;15104;2016;7;1;0;0;0;0;0;0;0;0;0;285,2031064;0;2
15;Boyacá;Boyacá;15104;2017;11;1;0;0;0;0;0;0;0;0;0;285,2031064;0;2
15;Boyacá;Boyacá;15104;2018;1;1;0;0;0;0;0;0;0;0;0;285,2031064;0;2
15;Boyacá;Boyacá;15104;2019;0;1;0;0;0;0;0;0;0;0;0;285,2031064;0;3
15;Boyacá;Boyacá;15104;2020;1;1;0;0;0;0;0;0;0;0;0;285,2031064;0;3
15;Boyacá;Boyacá;15104;2021;0;1;0;0;0;0;0;0;0;0;0;285,2031064;0;3
15;Boyacá;Boyacá;15104;2022;0;1;0;0;0;0;0;0;0;0;0;285,2031064;0;3
15;Boyacá;Briceño;15106;2011;0;0;0;0;0;0;0;0;0;0;0;290,3859022;0;1
15;Boyacá;Briceño;15106;2012;0;0;0;0;0;0;0;0;0;0;0;290,3859022;0;1
15;Boyacá;Briceño;15106;2013;3;0;0;0;0;0;0;0;0;0;0;290,3859022;0;1
15;Boyacá;Briceño;15106;2014;12;0;0;0;0;0;0;0;0;0;0;290,3859022;0;1
15;Boyacá;Briceño;15106;2015;0;0;0;0;0;0;0;0;0;0;0;290,3859022;0;2
15;Boyacá;Briceño;15106;2016;1;1;0;0;0;0;0;0;0;0;0;290,3859022;0;2
15;Boyacá;Briceño;15106;2017;5;1;0;0;0;0;0;0;0;0;0;290,3859022;0;2
15;Boyacá;Briceño;15106;2018;2;1;0;0;0;0;0;0;0;0;0;290,3859022;0;2
15;Boyacá;Briceño;15106;2019;4;1;0;0;0;0;0;0;0;0;0;290,3859022;0;3
15;Boyacá;Briceño;15106;2020;0;1;0;0;0;0;0;0;0;0;0;290,3859022;0;3
15;Boyacá;Briceño;15106;2021;0;1;0;0;0;0;0;0;0;0;0;290,3859022;0;3
15;Boyacá;Briceño;15106;2022;0;1;0;0;0;0;0;0;0;0;0;290,3859022;0;3
15;Boyacá;Buenavista;15109;2011;0;0;0;0;0;0;0;0;0;0;0;308,8459767;0;1
15;Boyacá;Buenavista;15109;2012;0;0;0;0;0;0;0;0;0;0;0;308,8459767;0;1
15;Boyacá;Buenavista;15109;2013;0;0;0;0;0;0;0;0;0;0;0;308,8459767;0;1
15;Boyacá;Buenavista;15109;2014;0;0;0;0;0;0;0;0;0;0;0;308,8459767;0;1
15;Boyacá;Buenavista;15109;2015;4;0;0;0;0;0;0;0;0;0;0;308,8459767;0;2
15;Boyacá;Buenavista;15109;2016;0;1;0;0;0;0;0;0;0;0;0;308,8459767;0;2
15;Boyacá;Buenavista;15109;2017;0;1;0;0;0;0;0;0;0;0;0;308,8459767;0;2
15;Boyacá;Buenavista;15109;2018;0;1;0;0;0;0;0;0;0;0;0;308,8459767;0;2
15;Boyacá;Buenavista;15109;2019;0;1;0;0;0;0;0;0;0;0;0;308,8459767;0;3
15;Boyacá;Buenavista;15109;2020;0;1;0;0;0;0;0;0;0;0;0;308,8459767;0;3
15;Boyacá;Buenavista;15109;2021;0;1;0;0;0;0;0;0;0;0;0;308,8459767;0;3
15;Boyacá;Buenavista;15109;2022;0;1;0;0;0;0;0;0;0;0;0;308,8459767;0;3
15;Boyacá;Busbanzá;15114;2011;0;0;0;0;0;0;0;0;0;0;0;226,2669935;0;1
15;Boyacá;Busbanzá;15114;2012;0;0;0;0;0;0;0;0;0;0;0;226,2669935;0;1
15;Boyacá;Busbanzá;15114;2013;0;0;0;0;0;0;0;0;0;0;0;226,2669935;0;1
15;Boyacá;Busbanzá;15114;2014;0;0;0;0;0;0;0;0;0;0;0;226,2669935;0;1
15;Boyacá;Busbanzá;15114;2015;0;0;0;0;0;0;0;0;0;0;0;226,2669935;0;2
15;Boyacá;Busbanzá;15114;2016;0;1;0;0;0;0;0;0;0;0;0;226,2669935;0;2
15;Boyacá;Busbanzá;15114;2017;0;1;0;0;0;0;0;0;0;0;0;226,2669935;0;2
15;Boyacá;Busbanzá;15114;2018;0;1;0;0;0;0;0;0;0;0;0;226,2669935;0;2
15;Boyacá;Busbanzá;15114;2019;0;1;0;0;0;0;0;0;0;0;0;226,2669935;0;3
15;Boyacá;Busbanzá;15114;2020;0;1;0;0;0;0;0;0;0;0;0;226,2669935;0;3
15;Boyacá;Busbanzá;15114;2021;0;1;0;0;0;0;0;0;0;0;0;226,2669935;0;3
15;Boyacá;Busbanzá;15114;2022;0;1;0;0;0;0;0;0;0;0;0;226,2669935;0;3
15;Boyacá;Caldas;15131;2011;0;0;0;0;0;0;0;0;0;0;0;296,6025326;0;1
15;Boyacá;Caldas;15131;2012;5;0;0;0;0;0;0;0;0;0;0;296,6025326;0;1
15;Boyacá;Caldas;15131;2013;5;0;0;0;0;0;0;0;0;0;0;296,6025326;0;1
15;Boyacá;Caldas;15131;2014;0;0;0;0;0;0;0;0;0;0;0;296,6025326;0;1
15;Boyacá;Caldas;15131;2015;0;0;0;0;0;0;0;0;0;0;0;296,6025326;0;2
15;Boyacá;Caldas;15131;2016;0;1;0;0;0;0;0;0;0;0;0;296,6025326;0;2
15;Boyacá;Caldas;15131;2017;0;1;0;0;0;0;0;0;0;0;0;296,6025326;0;2
15;Boyacá;Caldas;15131;2018;0;1;0;0;0;0;0;0;0;0;0;296,6025326;0;2
15;Boyacá;Caldas;15131;2019;0;1;0;0;0;0;0;0;0;0;0;296,6025326;0;3
15;Boyacá;Caldas;15131;2020;0;1;0;0;0;0;0;0;0;0;0;296,6025326;0;3
15;Boyacá;Caldas;15131;2021;0;1;0;0;0;0;0;0;0;0;0;296,6025326;0;3
15;Boyacá;Caldas;15131;2022;0;1;0;0;0;0;0;0;0;0;0;296,6025326;0;3
15;Boyacá;Campohermoso;15135;2011;0;0;0;0;0;0;0;0;0;2;0;323,1080491;0;1
15;Boyacá;Campohermoso;15135;2012;5;0;0;0;0;0;0;0;0;0;0;323,1080491;0;1
15;Boyacá;Campohermoso;15135;2013;10;0;0;0;0;0;0;0;0;0;0;323,1080491;0;1
15;Boyacá;Campohermoso;15135;2014;0;0;0;0;0;0;0;0;0;0;0;323,1080491;0;1
15;Boyacá;Campohermoso;15135;2015;0;0;0;0;0;0;0;0;0;0;0;323,1080491;0;2
15;Boyacá;Campohermoso;15135;2016;0;1;0;0;0;0;0;0;0;0;0;323,1080491;0;2
15;Boyacá;Campohermoso;15135;2017;0;1;0;0;0;0;0;0;0;0;0;323,1080491;0;2
15;Boyacá;Campohermoso;15135;2018;0;1;0;0;0;0;0;0;0;0;0;323,1080491;0;2
15;Boyacá;Campohermoso;15135;2019;0;1;0;0;0;0;0;0;0;1;0;323,1080491;0;3
15;Boyacá;Campohermoso;15135;2020;0;1;0;0;0;0;0;0;0;0;0;323,1080491;0;3
15;Boyacá;Campohermoso;15135;2021;0;1;0;0;0;0;0;0;0;0;0;323,1080491;0;3
15;Boyacá;Campohermoso;15135;2022;4;1;0;0;0;0;0;0;0;0;0;323,1080491;0;3
15;Boyacá;Cerinza;15162;2011;0;0;0;0;0;0;0;0;0;0;0;215,8376367;0;1
15;Boyacá;Cerinza;15162;2012;0;0;0;0;0;0;0;0;0;0;0;215,8376367;0;1
15;Boyacá;Cerinza;15162;2013;1;0;0;0;0;0;0;0;0;0;0;215,8376367;0;1
15;Boyacá;Cerinza;15162;2014;5;0;0;0;0;0;0;0;0;0;0;215,8376367;0;1
15;Boyacá;Cerinza;15162;2015;0;0;0;0;0;0;0;0;0;0;0;215,8376367;0;2
15;Boyacá;Cerinza;15162;2016;0;1;0;0;0;0;0;0;0;0;0;215,8376367;0;2
15;Boyacá;Cerinza;15162;2017;0;1;0;0;0;0;0;0;0;0;0;215,8376367;0;2
15;Boyacá;Cerinza;15162;2018;0;1;0;0;0;0;0;0;0;0;0;215,8376367;0;2
15;Boyacá;Cerinza;15162;2019;0;1;0;0;0;0;0;0;0;0;0;215,8376367;0;3
15;Boyacá;Cerinza;15162;2020;0;1;0;0;0;0;0;0;0;0;0;215,8376367;0;3
15;Boyacá;Cerinza;15162;2021;0;1;0;0;0;0;0;0;0;0;0;215,8376367;0;3
15;Boyacá;Cerinza;15162;2022;0;1;0;0;0;0;0;0;0;0;0;215,8376367;0;3
15;Boyacá;Chinavita;15172;2011;0;0;0;0;0;0;0;0;0;0;0;308,3074564;0;1
15;Boyacá;Chinavita;15172;2012;0;0;0;0;0;0;0;0;0;0;0;308,3074564;0;1
15;Boyacá;Chinavita;15172;2013;0;0;0;0;0;0;0;0;0;0;0;308,3074564;0;1
15;Boyacá;Chinavita;15172;2014;0;0;0;0;0;0;0;0;0;0;0;308,3074564;0;1
15;Boyacá;Chinavita;15172;2015;0;0;0;0;0;0;0;0;0;0;0;308,3074564;0;2
15;Boyacá;Chinavita;15172;2016;0;1;0;0;0;0;0;0;0;0;0;308,3074564;0;2
15;Boyacá;Chinavita;15172;2017;0;1;0;0;0;0;0;0;0;0;0;308,3074564;0;2
15;Boyacá;Chinavita;15172;2018;0;1;0;0;0;0;0;0;0;0;0;308,3074564;0;2
15;Boyacá;Chinavita;15172;2019;1;1;0;0;0;0;0;0;0;0;0;308,3074564;0;3
15;Boyacá;Chinavita;15172;2020;0;1;0;0;0;0;0;0;0;0;0;308,3074564;0;3
15;Boyacá;Chinavita;15172;2021;0;1;0;0;0;0;0;0;0;0;0;308,3074564;0;3
15;Boyacá;Chinavita;15172;2022;0;1;0;0;0;0;0;0;0;0;0;308,3074564;0;3
15;Boyacá;Chiquinquirá;15176;2011;26;0;0;0;0;0;0;0;0;0;0;287,7823173;0;1
15;Boyacá;Chiquinquirá;15176;2012;11;0;0;0;0;0;0;0;0;0;0;287,7823173;0;1
15;Boyacá;Chiquinquirá;15176;2013;8;0;0;0;0;0;0;0;0;0;0;287,7823173;0;1
